STN--- WBAN   YEARMODA    TEMP       DEWP      SLP        STP       VISIB      WDSP     MXSPD   GUST    MAX     MIN   PRCP   SNDP   FRSHTT 
722900 23188  19961006    65.7 24    61.0 24  1012.9 23  1012.5  6    4.1 24    4.4 24   10.1  999.9    71.1*   62.6*  0.00D 999.9  100000 
722900 23188  19961007    66.8 24    62.5 24  1012.5 22  1010.7  5    3.5 24    5.6 24   12.0  999.9    71.1*   64.0*  0.00D 999.9  100000 
722900 23188  19961008    65.4 24    61.9 24  1011.4 24  1010.5 24    2.4 24    5.0 24   10.1  999.9    72.0*   60.8*  0.00C 999.9  100000 
722900 23188  19961009    65.6 24    61.7 24  1013.4 24  1012.5 24    3.5 24    5.7 24   11.1  999.9    71.1*   62.1*  0.00D 999.9  100000 
722900 23188  19961010    64.8 24    61.5 24  1016.4 24  1015.5 24    3.1 24    6.2 24   11.1  999.9    72.0*   60.1*  0.00D 999.9  100000 
722900 23188  19961011    66.1 24    61.6 24  1015.5 24  1014.6 24    5.3 24    5.0 24   11.1  999.9    73.0*   60.1*  0.00D 999.9  100000 
722900 23188  19961012    64.9 24    60.4 24  1014.6 24  1013.6 24    6.8 24    6.6 24   12.0  999.9    70.0*   60.1*  0.00D 999.9  100000 
722900 23188  19961013    65.2 24    60.9 24  1015.5 24  1014.6 24    6.8 24    4.8 24   11.1  999.9    68.0*   62.1*  0.00D 999.9  100000 
722900 23188  19961014    63.9 24    59.0 24  1015.1 24  1014.2 24    7.5 24    5.2 24    8.0  999.9    66.9*   62.1*  0.00D 999.9  100000 
722900 23188  19961015    64.8 24    60.0 24  1014.5 24  1013.6 24    7.6 24    3.5 24    8.0  999.9    70.0*   60.8*  0.00D 999.9  100000 
722900 23188  19961016    64.6 24    60.8 24  1013.8 24  1012.8 24    5.4 24    5.1 24    8.9  999.9    66.9*   62.6*  0.00D 999.9  100000 
722900 23188  19961017    65.4 24    58.4 24  1014.1 24  1013.2 24    7.0 24    4.5 24    8.9  999.9    69.1*   64.0*  0.00D 999.9  000000 
722900 23188  19961018    64.0 24    59.7 24  1014.4 24  1013.5 24    4.8 24    2.9 24    8.9  999.9    68.0*   60.1*  0.00C 999.9  100000 
722900 23188  19961019    64.4 24    58.0 24  1011.5 24  1010.6 23    9.7 24    7.1 24   15.0   21.0    66.9*   63.0*  0.00D 999.9  010000 
722900 23188  19961020    63.5 24    55.6 24  1012.5 24  1011.6 24    9.9 24    4.9 24    8.9  999.9    69.1*   59.0*  0.00C 999.9  000000 
722900 23188  19961021    65.6 24    48.6 24  1017.5 24  1016.6 24    9.9 24    4.6 24   11.1   15.9    79.0*   55.9*  0.00D 999.9  000000 
722900 23188  19961022    64.8 24    46.4 24  1020.5 24  1019.6 24    9.9 24    4.8 24   13.0  999.9    72.0*   55.9*  0.00D 999.9  000000 
722900 23188  19961023    61.6 24    49.2 24  1013.3 24  1012.4 24    9.9 24    3.9 24   10.1  999.9    69.1*   54.0*  0.00D 999.9  000000 
722900 23188  19961024    61.8 24    56.8 24  1013.4 24  1012.5 24    9.1 24    4.2 23   10.1  999.9    66.2*   55.9*  0.00D 999.9  000000 
722900 23188  19961025    64.1 24    56.7 24  1013.0 24  1012.0 24    9.7 24    8.6 24   13.0  999.9    68.0*   60.8*  0.00D 999.9  100000 
722900 23188  19961026    59.5 24    49.0 24  1009.0 24  1008.1 24    9.0 24   10.1 24   21.0   28.0    66.0*   52.0*  0.30G 999.9  010010 
722900 23188  19961027    60.7 24    39.8 24  1015.8 24  1014.9 24    9.9 24    4.5 24   11.1  999.9    68.0*   52.0*  0.00G 999.9  000000 
722900 23188  19961028    60.6 24    40.3 24  1020.0 24  1019.0 23    9.9 24    5.1 24   12.0  999.9    66.9*   54.0*  0.00D 999.9  000000 
722900 23188  19961029    59.2 24    44.6 24  1019.8 24  1019.1 23    9.9 24    3.5 24    8.9  999.9    66.9*   51.1*  0.00C 999.9  000000 
722900 23188  19961030    60.3 24    42.6 24  1013.9 24  1013.0 24    9.0 24    9.0 24   22.9   28.9    66.0*   55.4*  0.00D 999.9  110000 
722900 23188  19961031    57.0 24    51.2 24  1016.3 24  1015.3 23    9.6 24    3.8 24    8.9  999.9    63.0*   52.0*  0.61D 999.9  110000 
722900 23188  19961101    58.8 24    47.3 24  1018.2 24  1017.3 23    9.9 24    3.8 24    8.9  999.9    71.1*   50.0*  0.00D 999.9  000000 
722900 23188  19961102    59.1 24    49.6 24  1015.5 24  1014.7 24    9.9 24    4.0 24   10.1  999.9    66.9*   52.0*  0.00D 999.9  000000 
722900 23188  19961103    60.3 24    53.7 24  1017.2 24  1016.3 24    9.9 24    5.4 24   11.1  999.9    64.4*   55.9*  0.00D 999.9  000000 
722900 23188  19961104    58.4 24    52.7 24  1019.1 24  1018.2 23    7.5 24    4.2 24   11.1  999.9    64.0*   52.0*  0.00D 999.9  100000 
722900 23188  19961105    60.6 24    50.9 24  1016.5 24  1015.6 24    9.2 24    4.4 24   11.1   15.0    63.0*   59.0*  0.00D 999.9  000000 
722900 23188  19961106    59.2 24    49.0 24  1017.2 24  1016.3 23    9.3 24    4.5 24   11.1  999.9    66.9*   53.1*  0.00D 999.9  000000 
722900 23188  19961107    61.4 24    43.9 24  1020.6 24  1019.7 24    8.8 24    3.8 24    8.9  999.9    78.1*   51.1*  0.00D 999.9  000000 
722900 23188  19961108    67.3 24    34.1 24  1019.3 24  1018.4 24    9.9 24    3.4 24    8.9  999.9    81.0*   53.1*  0.00D 999.9  000000 
722900 23188  19961109    70.8 24    32.9 24  1015.2 24  1014.3 24    9.9 24    2.7 24   11.1  999.9    87.1*   55.9*  0.00D 999.9  000000 
722900 23188  19961110    68.4 24    47.6 24  1013.0 24  1012.1 23    9.9 24    2.3 24    7.0  999.9    84.0*   57.9*  0.00D 999.9  000000 
722900 23188  19961111    66.7 24    46.1 24  1013.6 24  1012.6 23    9.9 24    2.0 24    7.0  999.9    78.1*   55.9*  0.00D 999.9  000000 
722900 23188  19961112    65.2 24    48.5 24  1017.4 24  1016.5 24    9.6 24    2.4 24    7.0  999.9    75.0*   57.0*  0.00D 999.9  000000 
722900 23188  19961113    60.8 24    56.9 24  1019.5 24  1018.6 24    2.4 24    3.3 24    7.0  999.9    70.0*   53.6*  0.00D 999.9  100000 
722900 23188  19961114    58.4 24    53.7 24  1016.2 24  1015.3 24    4.6 24    4.7 24   10.1  999.9    61.0*   57.0*  0.00D 999.9  100000 
722900 23188  19961115    60.3 24    54.4 24  1010.3 24  1009.4 24    9.3 24    9.2 24   13.0  999.9    62.1*   59.0*  0.00D 999.9  100000 
722900 23188  19961116    59.1 24    51.1 24  1013.0 24  1012.1 24    9.9 24    5.1 24   12.0  999.9    62.1*   55.0*  0.00D 999.9  000000 
722900 23188  19961117    57.8 24    51.0 24  1020.7 24  1019.9 24    9.9 24    3.1 24   13.0  999.9    64.9*   51.1*  0.00D 999.9  000000 
722900 23188  19961118    59.6 24    54.4 24  1021.4 24  1020.5 24    9.6 24    5.2 24   13.0  999.9    64.9*   53.1*  0.00D 999.9  000000 
722900 23188  19961119    59.9 24    57.9 24  1016.9 24  1016.0 24    4.7 24    6.4 24   12.0  999.9    64.0*   57.0*  0.00D 999.9  100000 
722900 23188  19961120    60.8 24    56.6 24  1015.6 24  1014.6 23    6.6 24    7.4 24   11.1  999.9    66.0*   57.9*  0.00D 999.9  100000 
722900 23188  19961121    62.7 24    59.7 24  1013.9 24  1013.1 24    5.6 24    3.6 24   10.1  999.9    69.1*   59.0*  0.00D 999.9  110000 
722900 23188  19961122    62.5 24    61.3 24  1014.0 24  1013.0 24    4.4 24    8.7 24   13.0  999.9    64.4*   60.1*  1.65G 999.9  110000 
722900 23188  19961123    61.3 24    56.8 24  1017.3 24  1016.4 24    9.9 24    5.4 24   10.1  999.9    64.0*   57.9*  0.05G 999.9  000000 
722900 23188  19961124    60.2 24    54.5 24  1021.0 24  1020.1 24    9.6 24    3.5 24   10.1  999.9    70.0*   53.1*  0.00G 999.9  000000 
722900 23188  19961125    59.9 24    54.3 24  1019.7 24  1018.8 24    6.6 24    3.4 24    8.9  999.9    68.0*   52.0*  0.00D 999.9  100000 
722900 23188  19961126    60.2 24    55.7 24  1016.1 24  1015.2 24    6.7 24    3.0 24   10.1  999.9    66.9*   53.1*  0.00D 999.9  100000 
722900 23188  19961127    63.0 24    45.5 24  1018.1 24  1017.2 24    9.4 24    4.2 24   11.1  999.9    72.0*   55.0*  0.00D 999.9  000000 
722900 23188  19961128    60.8 24    35.5 24  1017.8 24  1016.9 24    9.9 24    4.8 24   11.1  999.9    70.0*   50.0*  0.00D 999.9  000000 
722900 23188  19961129    59.2 24    49.9 24  1013.0 24  1012.2 22    9.8 24    9.3 24   15.9  999.9    64.0*   54.0*  0.00B 999.9  000000 
722900 23188  19961130    55.1 24    44.8 24  1019.9 24  1019.0 24    9.9 24    3.3 24   10.1  999.9    62.1*   48.0*  0.00D 999.9  000000 
722900 23188  19961201    54.7 24    43.6 24  1022.6 24  1021.7 24    9.9 24    2.4 24    8.9  999.9    63.0*   46.0*  0.00D 999.9  000000 
722900 23188  19961202    54.5 24    43.8 24  1018.4 24  1017.5 24    9.9 24    3.3 24    8.9  999.9    66.9*   44.1*  0.00D 999.9  000000 
722900 23188  19961203    56.3 24    42.4 24  1017.4 24  1016.6 24    9.9 24    2.7 24    8.9  999.9    69.1*   45.0*  0.00D 999.9  000000 
722900 23188  19961204    54.9 24    46.4 24  1019.6 24  1018.7 24    8.8 24    2.7 24   11.1  999.9    64.0*   46.0*  0.00D 999.9  100000 
722900 23188  19961205    54.7 24    49.1 24  1021.5 24  1020.5 24    7.6 24    2.3 24    7.0  999.9    63.0*   46.9*  0.00D 999.9  100000 
722900 23188  19961206    59.9 24    58.9 24  1018.1 24  1017.1 24    5.2 24    6.4 24   11.1  999.9    62.1*   57.2*  0.06G 999.9  110000 
722900 23188  19961207    56.7 23    53.0 23  1020.3 23  1019.4 23    9.3 23    3.3 23   13.0  999.9    64.0*   51.1*  0.02G 999.9  000000 
722900 23188  19961208    58.2 24    54.0 24  1018.2 24  1017.4 24    7.6 24    4.5 24   11.1  999.9    66.0*   52.0*  0.00G 999.9  100000 
722900 23188  19961209    56.9 24    55.6 24  1014.8 24  1013.9 24    3.9 24    5.8 24   22.9   27.0    66.0*   52.0*  0.00D 999.9  110000 
722900 23188  19961210    60.3 24    58.5 24  1016.7 24  1015.8 24    8.8 24    9.5 24   17.1   22.9    63.0*   57.9*  0.18G 999.9  110000 
722900 23188  19961211    59.7 24    58.4 24  1021.0 24  1020.1 24    6.6 24    7.0 24   11.1  999.9    62.1*   59.0*  0.00G 999.9  110000 
722900 23188  19961212    61.2 24    60.2 24  1021.3 24  1020.3 24    3.6 24    3.3 24    8.9  999.9    66.9*   59.0*  0.20G 999.9  110000 
722900 23188  19961213    59.0 24    57.8 24  1020.1 24  1019.2 24    5.2 24    6.0 24   11.1  999.9    63.0*   57.2*  0.00G 999.9  100000 
722900 23188  19961214    57.8 24    54.8 24  1017.7 24  1016.8 24    4.3 24    3.8 24    8.0  999.9    63.0*   53.1*  0.00D 999.9  100000 
722900 23188  19961215    58.9 24    46.0 24  1020.8 24  1019.9 24    7.1 24    2.5 24    8.0  999.9    73.0*   48.9*  0.00D 999.9  100000 
722900 23188  19961216    57.5 24    33.9 24  1022.3 24  1021.4 24    9.9 24    3.1 24    8.0  999.9    69.1*   46.9*  0.00D 999.9  000000 
722900 23188  19961217    58.2 24    42.0 24  1015.6 24  1014.8 23    9.9 24    2.4 24    7.0  999.9    75.0*   48.0*  0.00C 999.9  000000 
722900 23188  19961218    59.2 24    34.1 24  1019.7 24  1018.8 24    9.9 24    3.2 24    8.0  999.9    72.0*   48.0*  0.00D 999.9  000000 
722900 23188  19961219    55.7 24    31.8 24  1020.6 24  1019.8 24    9.9 24    3.0 24    8.9  999.9    68.0*   45.0*  0.00D 999.9  000000 
722900 23188  19961220    54.3 24    41.3 24  1019.5 24  1018.6 24    9.9 24    3.1 24    7.0  999.9    63.0*   44.1*  0.00D 999.9  000000 
722900 23188  19961221    55.1 24    50.6 24  1015.4 24  1014.5 23    8.4 24    5.7 24   13.0  999.9    59.0*   46.4*  0.00D 999.9  100000 
722900 23188  19961222    58.7 24    52.7 24  1015.8 24  1014.9 24    9.9 24    9.6 24   15.0   18.1    61.0*   57.0*  0.00D 999.9  010000 
722900 23188  19961223    57.3 24    54.7 24  1022.5 24  1021.6 24    9.4 24    4.7 24   14.0   19.0    62.1*   51.1*  0.05G 999.9  110000 
722900 23188  19961224    55.1 24    49.5 24  1022.9 24  1022.0 24    9.9 24    4.2 24   11.1  999.9    64.9*   46.0*  0.01G 999.9  000000 
722900 23188  19961225    56.2 24    44.6 24  1015.6 24  1014.7 23    9.6 24    2.6 24   10.1  999.9    66.0*   46.0*  0.00G 999.9  000000 
722900 23188  19961226    55.5 24    50.1 24  1014.0 24  1013.1 24    7.4 24    3.2 24    8.9  999.9    64.9*   50.0*  0.00D 999.9  100000 
722900 23188  19961227    58.3 24    53.9 24  1016.8 24  1015.9 24    9.7 24    6.9 24   11.1  999.9    61.0*   55.9*  0.00D 999.9  110000 
722900 23188  19961228    58.6 24    56.7 24  1019.0 24  1018.1 24    8.4 24    8.2 24   11.1  999.9    62.1*   55.4*  0.10G 999.9  110000 
722900 23188  19961229    58.7 24    55.7 24  1021.9 24  1021.0 24    8.9 24    3.2 24   10.1  999.9    63.0*   55.0*  0.02G 999.9  000000 
722900 23188  19961230    58.4 24    55.3 24  1018.7 24  1017.8 24    7.2 24    3.7 24   10.1  999.9    64.0*   55.9*  0.00G 999.9  100000 
722900 23188  19961231    61.0 24    56.8 24  1018.8 24  1017.9 24    7.4 24    2.5 24    6.0  999.9    66.0*   57.9*  0.00D 999.9  110000 
722900 23188  19970101    61.7 24    57.3 24  1020.5 24  1019.6 24    6.6 24    2.4 24    7.0  999.9    71.1*   57.0*  0.00D 999.9  100000 
722900 23188  19970102    62.8 24    60.6 24  1018.7 24  1017.7 24    4.4 24    3.0 24    8.9  999.9    66.2*   60.1*  0.00D 999.9  110000 
722900 23188  19970103    61.6 24    60.5 24  1017.1 24  1016.2 23    6.3 24    5.6 24   10.1  999.9    63.0*   60.1*  0.02G 999.9  110000 
722900 23188  19970104    58.5 24    54.4 24  1018.6 24  1017.7 24    9.7 24    4.8 24   10.1  999.9    61.0*   55.0*  0.03G 999.9  000000 
722900 23188  19970105    56.6 24    51.3 24  1018.0 24  1017.0 24    8.7 24    5.4 24    8.0  999.9    59.0*   53.1*  0.00G 999.9  110000 
722900 23188  19970106    54.4 24    38.4 24  1016.6 24  1015.7 24    9.9 24    8.1 24   14.0   18.1    60.8*   48.0*  0.04G 999.9  000000 
722900 23188  19970107    52.1 24    26.0 24  1019.8 24  1018.9 24    9.9 24    5.8 24   13.0   20.0    62.1*   42.1*  0.00G 999.9  000000 
722900 23188  19970108    52.8 24    38.0 24  1022.3 24  1021.4 24    9.9 24    3.1 24    8.0  999.9    63.0*   43.0*  0.00D 999.9  000000 
722900 23188  19970109    53.3 24    45.4 24  1024.2 24  1023.3 24    9.9 24    2.3 24    7.0  999.9    60.1*   46.0*  0.00D 999.9  000000 
722900 23188  19970110    53.8 24    49.6 24  1020.9 24  1019.9 24    6.2 24    2.5 24   10.1  999.9    60.1*   48.2*  0.00D 999.9  100000 
722900 23188  19970111    56.1 24    49.2 24  1014.6 24  1013.7 24    8.3 24    4.5 24    8.9  999.9    59.0*   53.1*  0.00D 999.9  000000 
722900 23188  19970112    55.9 24    48.7 24  1011.7 24  1010.7 24    8.7 24    6.8 24   20.0   28.0    57.9*   53.6*  0.00D 999.9  110000 
722900 23188  19970113    55.1 21    48.9 21  1008.1 21  1007.2 21    9.3 21   11.8 21   22.0   29.9    57.9*   52.0*  1.05G 999.9  110000 
722900 23188  19970114    57.0 24    47.5 24  1016.1 24  1015.2 24    9.9 24    5.4 24   11.1   18.1    60.1*   54.0*  0.03G 999.9  010000 
722900 23188  19970115    57.0 23    50.4 23  1022.6 23  1021.7 23    9.9 23    4.1 23    8.0  999.9    61.0*   52.0*  0.00G 999.9  000000 
722900 23188  19970116    55.9 24    51.6 24  1022.9 24  1021.9 24    9.2 24    3.4 24    8.9  999.9    62.1*   50.0*  0.21G 999.9  110000 
722900 23188  19970117    55.2 24    46.5 24  1023.2 24  1022.3 24    9.9 24    3.9 24   11.1  999.9    64.9*   46.0*  0.00G 999.9  000000 
722900 23188  19970118    59.0 24    43.4 24  1021.7 24  1020.8 24    9.9 24    3.2 24    8.0  999.9    73.0*   46.9*  0.00D 999.9  000000 
722900 23188  19970119    59.7 24    39.0 24  1018.5 24  1017.6 24    9.9 24    3.3 24    7.0  999.9    72.0*   48.9*  0.00D 999.9  000000 
722900 23188  19970120    56.5 24    51.4 24  1020.1 24  1019.2 24    9.6 24    3.4 24   10.1  999.9    62.1*   50.0*  0.00D 999.9  000000 
722900 23188  19970121    56.0 24    51.9 24  1021.7 24  1020.9 24    9.6 24    3.0 24    8.9  999.9    61.0*   50.0*  0.01G 999.9  010000 
722900 23188  19970122    56.9 24    50.2 24  1021.1 24  1020.2 24    9.9 24    4.0 24    8.9  999.9    61.0*   54.0*  0.00G 999.9  000000 
722900 23188  19970123    57.3 24    55.9 24  1020.5 24  1019.6 24    5.9 24    7.0 24   12.0   16.9    60.8*   55.0*  0.55D 999.9  110000 
722900 23188  19970124    58.2 24    54.4 24  1021.7 24  1020.8 24    8.3 24    4.5 24   12.0  999.9    62.6*   55.0*  0.09D 999.9  100000 
722900 23188  19970125    57.1 24    51.9 24  1019.6 24  1018.7 24    9.3 24    4.1 24    8.9  999.9    61.0*   53.1*  0.00D 999.9  000000 
722900 23188  19970126    59.5 24    56.9 24  1017.4 24  1016.5 24    6.4 24   10.0 24   16.9   21.0    61.0*   57.2*  0.77G 999.9  110000 
722900 23188  19970127    59.5 24    56.4 24  1021.6 24  1020.7 24    6.0 24    4.9 24   15.9   20.0    64.9*   57.2*  0.16G 999.9  110000 
722900 23188  19970128    58.6 24    53.1 24  1022.9 24  1021.9 23    6.8 24    4.7 24   13.0   18.1    69.1*   52.0*  0.06G 999.9  100000 
722900 23188  19970129    62.3 24    48.3 24  1019.5 24  1018.6 23    9.3 24    4.2 24   12.0  999.9    75.0*   53.1*  0.00G 999.9  000000 
722900 23188  19970130    69.1 24    33.2 24  1019.9 24  1019.0 24    9.9 24    6.8 24   12.0   20.0    80.1*   60.1*  0.00D 999.9  000000 
722900 23188  19970131    63.9 24    39.6 24  1019.0 24  1018.0 20    9.9 24    3.2 24   10.1  999.9    73.9*   54.0*  0.00C 999.9  000000 
722900 23188  19970201    58.7 24    51.9 24  1018.5 24  1017.5 23    5.2 24    3.6 24    7.0  999.9    68.0*   50.0*  0.00D 999.9  100000 
722900 23188  19970202    57.8 24    50.6 24  1019.1 24  1018.2 24    8.2 24    5.1 24    8.0  999.9    61.0*   55.9*  0.00D 999.9  100000 
722900 23188  19970203    56.3 24    49.0 24  1020.1 24  1019.2 24    8.0 24    4.4 24   12.0  999.9    64.9*   48.9*  0.00D 999.9  000000 
722900 23188  19970204    57.0 24    50.6 24  1018.7 24  1017.8 24    4.3 24    4.5 24   12.0  999.9    64.0*   51.8*  0.00D 999.9  100000 
722900 23188  19970205    57.1 24    48.8 24  1016.8 24  1015.8 24    9.5 24    5.5 24   10.1  999.9    63.0*   53.1*  0.00D 999.9  000000 
722900 23188  19970206    56.7 24    47.7 24  1019.2 24  1018.3 24    7.9 24    3.4 24   10.1  999.9    66.0*   50.0*  0.00D 999.9  100000 
722900 23188  19970207    57.0 24    37.7 24  1021.1 24  1020.2 24    8.6 24    3.2 24   11.1  999.9    64.9*   48.0*  0.00D 999.9  100000 
722900 23188  19970208    55.0 24    40.4 24  1018.3 24  1017.4 24    9.3 24    3.2 24   10.1  999.9    64.9*   46.9*  0.00D 999.9  000000 
722900 23188  19970209    55.5 24    43.7 24  1019.9 24  1019.0 24    9.9 24    3.8 24   11.1  999.9    63.0*   48.0*  0.00D 999.9  000000 
722900 23188  19970210    55.1 24    46.8 24  1019.3 24  1018.5 24    9.2 24    3.5 24    8.9  999.9    60.1*   50.0*  0.00D 999.9  000000 
722900 23188  19970211    55.0 24    49.3 24  1017.3 24  1016.4 24    9.5 24    3.2 24   11.1  999.9    61.0*   52.0*  0.20G 999.9  010000 
722900 23188  19970212    56.0 24    49.1 24  1020.2 24  1019.3 24    7.4 24    5.2 24   11.1  999.9    60.1*   51.8*  0.00G 999.9  100000 
722900 23188  19970213    57.9 24    40.5 24  1018.5 24  1017.6 23    9.1 24    5.3 24   15.0  999.9    71.1*   48.0*  0.00D 999.9  000000 
722900 23188  19970214    58.4 24    36.9 24  1022.2 24  1021.3 24    9.9 24    3.7 24   12.0  999.9    72.0*   46.9*  0.00D 999.9  000000 
722900 23188  19970215    62.1 24    36.1 24  1020.0 24  1019.1 24    9.9 24    4.1 24   11.1  999.9    78.1*   50.0*  0.00D 999.9  000000 
722900 23188  19970216    64.1 24    46.5 24  1018.0 24  1017.1 24    9.9 24    3.2 24    8.9  999.9    75.0*   55.9*  0.00D 999.9  000000 
722900 23188  19970217    58.1 24    47.5 24  1016.7 24  1015.8 24    9.4 24    3.7 24   15.9   22.9    66.0*   48.9*  0.00D 999.9  100000 
722900 23188  19970218    58.4 24    49.3 24  1014.3 24  1013.4 24    9.7 24    8.1 24   20.0   23.9    64.9*   53.1*  0.01G 999.9  000000 
722900 23188  19970219    59.0 24    48.0 24  1019.7 24  1018.9 24    9.6 24    3.3 24    8.9  999.9    69.1*   50.0*  0.00G 999.9  000000 
722900 23188  19970220    59.5 24    52.8 24  1017.9 24  1017.1 23    8.5 24    3.5 24   13.0  999.9    68.0*   52.0*  0.00D 999.9  100000 
722900 23188  19970221    61.2 24    46.0 24  1019.2 24  1018.3 24    9.9 24    3.5 24    8.9  999.9    73.9*   53.1*  0.00D 999.9  000000 
722900 23188  19970222    60.0 24    36.3 24  1018.5 24  1017.6 24    9.9 24    3.0 24   10.1  999.9    70.0*   50.0*  0.00D 999.9  000000 
722900 23188  19970223    58.5 24    48.2 24  1015.8 24  1014.9 24    8.3 24    4.1 24   10.1  999.9    64.9*   52.0*  0.00D 999.9  100000 
722900 23188  19970224    58.0 24    44.8 24  1016.2 24  1015.3 23    9.6 24    4.1 24   12.0  999.9    64.9*   53.1*  0.00D 999.9  000000 
722900 23188  19970225    57.1 24    32.5 24  1017.0 24  1016.1 24    9.9 24    6.3 24   15.0   19.0    66.0*   48.0*  0.00D 999.9  000000 
722900 23188  19970226    56.3 24    43.6 24  1013.7 24  1012.8 24    9.7 24    8.5 24   14.0   19.0    63.0*   52.0*  0.00D 999.9  000000 
722900 23188  19970227    55.3 24    49.9 24  1007.4 24  1006.6 23    8.8 24    8.7 24   18.1   22.9    57.9*   53.1*  0.06D 999.9  110000 
